,Name,Address,Coordinates,street_number,Street,Area,City,Region,Country,Website,Phone,Type,Google_ID,Glovo_link,Monday Open time,Monday Close time,Tuesday Open time,Tuesday Close time,Wednesday Open time,Wednesday Close time,Thursday Open time,Thursday Close time,Friday Open time,Friday Close time,Saturday Open time,Saturday Close time,Sunday Open time,Sunday Close time,Average price,Overall price level
434,Sushi Lviv,"вулиця Широка, 65, Львів","{'lat': 49.8408215, 'lng': 23.9702416}",65,вулиця Широка,Залізничний,Львів,Львівська,Україна,https://sushi-lviv.com/,+380 63 895 9999,Доставка,ChIJX4GHocfdOkcRHnPs6VuhD7s,https://glovoapp.com/ua/uk/lviv/sushi-lviv-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,225.0,High
435,Фритюрниця,"вулиця Городоцька, 105, Львів","{'lat': 49.8383443, 'lng': 24.008051}",105,вулиця Городоцька,Галицький,Львів,Львівська,Україна,,+380 97 093 1177,Інше,ChIJAQBkCXjdOkcR6y_vgRIaXVI,https://glovoapp.com/ua/uk/lviv/frityurnicya-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,40.0,Low
436,Seven,"проїзд Крива Липа, 7, Львів","{'lat': 49.8404302, 'lng': 24.02596339999999}",7,проїзд Крива Липа,Галицький,Львів,Львівська,Україна,https://www.instagram.com/tutti.lviv/?igshid=MWZjMTM2ODFkZg%3D%3D,+380 97 267 4493,Ресторан,ChIJCzdqnL3nOkcRrJfWFIP8FnY,https://glovoapp.com/ua/uk/lviv/seven-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,271.0,High
438,NOVA Asia,"вулиця Староєврейська, 4, Львів","{'lat': 49.8402369, 'lng': 24.0311538}",4,вулиця Староєврейська,Галицький,Львів,Львівська,Україна,http://noa.ua/,+380 67 884 4617,Доставка,ChIJLfr7Kg7dOkcRYtJfEeiwWs8,https://glovoapp.com/ua/uk/lviv/asiastar-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,139.0,Medium-Low
439,Hromadska yidalnia domashnoho kharchuvannia / Громадська їдальня домашнього харчування,"вулиця Стрийська, 35, Львів","{'lat': 49.8153333, 'lng': 24.0213156}",35,вулиця Стрийська,Сихівський,Львів,Львівська,Україна,,+380 67 004 1400,Ресторан,ChIJqdJJrfLnOkcRyN6Hkex7998,https://glovoapp.com/ua/uk/lviv/gromadska-yidalnya-domashnogo-harchuvannya-lvi/,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,00:00:00,23:59:00,00:00:00,23:59:00,49.0,Low
440,96Lounge Bar,"вулиця Шептицьких, 1, Львів","{'lat': 49.83715340000001, 'lng': 24.0113511}",1,вулиця Шептицьких,Галицький,Львів,Львівська,Україна,https://instagram.com/96_loungebar?utm_medium=copy_link,,Ресторан,ChIJW87ZVhPdOkcRIRJbFoGGiWs,https://glovoapp.com/ua/uk/lviv/lounge-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,105.0,Low
441,Great Wall / Велика Стіна,"вулиця Личаківська, 3, Львів","{'lat': 49.8398558, 'lng': 24.037399}",3,вулиця Личаківська,Галицький,Львів,Львівська,Україна,,+380 96 086 0606,Ресторан,ChIJLUFr7RrdOkcRvnwwcDKXT78,https://glovoapp.com/ua/uk/lviv/great-wall-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,231.0,High
444,Miso / МісО,"вулиця Академіка Люльки, 4, Львів","{'lat': 49.8486098, 'lng': 24.0251098}",4,вулиця Академіка Люльки,Галицький,Львів,Львівська,Україна,https://miso.lviv.ua/,+380 68 420 2402,Ресторан,ChIJaWmBotzdOkcRRcQDFqAR7A4,https://glovoapp.com/ua/uk/lviv/miso-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,159.0,Medium-Low
445,Burgers and fries,"вулиця Джерельна, 39, Львів","{'lat': 49.8489758, 'lng': 24.01999439999999}",39,вулиця Джерельна,Шевченківський,Львів,Львівська,Україна,http://farsh.in.ua/,+380 96 524 0454,Ресторан,ChIJLyLA6QrdOkcRcEJ4MbqHuPA,https://glovoapp.com/ua/uk/lviv/burgers-and-fries-lvi/,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,99.0,Low
446,TO YE RYBA / ТО Є РИБА,"вулиця Староєврейська, 26, Львів","{'lat': 49.84057310000001, 'lng': 24.0330303}",26,вулиця Староєврейська,Галицький,Львів,Львівська,Україна,https://toyeryba.com/,+380 93 229 9922,Бар,ChIJzd9fu8LdOkcRfC3KYWyHoBk,https://glovoapp.com/ua/uk/lviv/this-is-fishto-ye-riba-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,98.0,Low
447,Gelato.in.ua,"ЖК Америка, вулиця Янева, 19, Львів","{'lat': 49.81035989999999, 'lng': 24.0111684}",19,вулиця Янева,Франківський,Львів,Львівська,Україна,,,Ресторан,ChIJ_1TavW_nOkcRvlwUxhUFWCQ,https://glovoapp.com/ua/uk/lviv/gelato-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,102.0,Low
448,Susheriva,"вулиця Івана Франка, 6, Львів","{'lat': 49.8374824, 'lng': 24.034747}",6,вулиця Івана Франка,Галицький,Львів,Львівська,Україна,https://susheriva.ps.me/,+380 93 112 9816,Доставка,ChIJWY4JXg_nOkcRpvORsoY1izM,https://glovoapp.com/ua/uk/lviv/susheriva-lvi/,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,231.0,High
449,Humbaba kebab & falafel,"вулиця Політехнічна, 2, Львів","{'lat': 49.83453039999999, 'lng': 24.01428659999999}",2,вулиця Політехнічна,Франківський,Львів,Львівська,Україна,https://ilovekebab.com.ua/,+380 95 313 3780,Ресторан,ChIJW60j9JbdOkcR0iZEdbt5UEk,https://glovoapp.com/ua/uk/lviv/humbaba-kebab-felafel-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,,High
450,Honey Fish,"вулиця Перфецького, 2, Львів","{'lat': 49.8138324, 'lng': 23.9890078}",2,вулиця Перфецького,Франківський,Львів,Львівська,Україна,https://instagram.com/honey.fish.lviv?igshid=NGVhN2U2NjQ0Yg==,+380 96 128 4316,Ресторан,ChIJmyoOiX3nOkcROjW83beeKXM,https://glovoapp.com/ua/uk/lviv/honey-fish-lvi/,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,365.0,High
451,Pizza by Fabryka Tista / Піца Фабрика тіста,"вулиця Пасічна, 175, Львів","{'lat': 49.8037511, 'lng': 24.0717694}",175,вулиця Пасічна,Сихівський,Львів,Львівська,Україна,https://www.facebook.com/%D0%A4%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0-%D0%BF%D1%96%D1%86%D0%B8-110632727290181/,+380 98 731 0163,Ресторан,ChIJ2RkwkxnpOkcR_2dLVzIEdao,https://glovoapp.com/ua/uk/lviv/pizza-by-fabryka-tista/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,56.0,Low
452,BISCOTTI,"вулиця Листопадового Чину, 14, Львів","{'lat': 49.840301, 'lng': 24.0198895}",14,вулиця Листопадового Чину,Галицький,Львів,Львівська,Україна,http://biscotti-group.com/,+380 97 796 4046,Ресторан,ChIJWQb4PHHdOkcR3oOa33iqJ4o,https://glovoapp.com/ua/uk/lviv/biscotti-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,10:00:00,20:00:00,,High
453,Wine bar “Колишня“,"вулиця Друкарська, 10, Львів","{'lat': 49.84397409999999, 'lng': 24.0321027}",10,вулиця Друкарська,Галицький,Львів,Львівська,Україна,,+380 96 880 5300,Бар,ChIJrZgNesfdOkcRFogrFdh2n4k,https://glovoapp.com/ua/uk/lviv/kolyshnia-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,247.0,High
454,GEOkebab,"вулиця Шевченка, 12, Львів","{'lat': 49.8429221, 'lng': 24.017324}",12,вулиця Шевченка,Шевченківський,Львів,Львівська,Україна,,+380 67 869 5785,Ресторан,ChIJO-m5cWXdOkcRL2wo4KIKtIc,https://glovoapp.com/ua/uk/lviv/geokebab-lvi/,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,00:00:00,23:59:00,117.0,Medium-Low
455,Mankushka / Манкушка,"вулиця Залізнична, 19, Львів","{'lat': 49.84724300000001, 'lng': 23.9959916}",19,вулиця Залізнична,Залізничний,Львів,Львівська,Україна,https://www.mankushka.com/,+380 67 641 3222,Ресторан,ChIJgyUhBtHdOkcRnHqMIWHf83Q,https://glovoapp.com/ua/uk/lviv/mankushka-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,68.0,Low
456,Ostannia barukada / Остання Барикада,"площа Ринок, 20, Львів","{'lat': 49.8410496, 'lng': 24.0314407}",20,площа Ринок,Галицький,Львів,Львівська,Україна,https://borysov.com.ua/,+380 73 090 8998,Ресторан,ChIJfyrl_mzdOkcR_XxL1ixjkUY,https://glovoapp.com/ua/uk/lviv/ostannya-barikada-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,130.0,Medium-Low
457,Monster Burger / Монстр Бургер,"вулиця Княгині Ольги, 71, Львів","{'lat': 49.8063745, 'lng': 23.9993539}",71,вулиця Княгині Ольги,Франківський,Львів,Львівська,Україна,,,Ресторан,ChIJG77P7vvnOkcR2nVefFeFpCw,https://glovoapp.com/ua/uk/lviv/monster-burger/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,194.0,Medium-High
458,BRONX,"вулиця Кульпарківська, 135, Львів","{'lat': 49.80680049999999, 'lng': 23.9830987}",135,вулиця Кульпарківська,Франківський,Львів,Львівська,Україна,,+380 96 237 7911,Ресторан,ChIJnwy16vDnOkcRQcqVLcFTMRk,https://glovoapp.com/ua/uk/lviv/bronx/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,125.0,Medium-Low
459,Akademiia Syrnykiv / Академія Сирників,"вулиця Героїв Майдану, 32, Львів","{'lat': 49.82488979999999, 'lng': 24.0181513}",32,вулиця Героїв Майдану,Франківський,Львів,Львівська,Україна,http://www.asv.gov.ua/,+380 322 386 534,Інше,ChIJrbSYuonnOkcRldLwKB0NCyQ,https://glovoapp.com/ua/uk/lviv/akademiia-syrnykiv-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,185.0,Medium-High
460,Super Dessert Lviv,"площа Ринок, Пасаж Андреоллі, 29, Львів","{'lat': 49.8417015, 'lng': 24.030279}",29,Пасаж Андреоллі,Галицький,Львів,Львівська,Україна,https://instagram.com/edes.lviv?igshid=MzRlODBiNWFlZA==,+380 98 236 7580,Пекарня,ChIJWQtiEl_dOkcRMVOhLzislL0,https://glovoapp.com/ua/uk/lviv/super-dessert-lviv-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,90.0,Low
461,Easy Cake,"вулиця Галицька, 1, Львів","{'lat': 49.8410159, 'lng': 24.0312081}",1,вулиця Галицька,Галицький,Львів,Львівська,Україна,https://cheesebakery.com.ua/,+380 63 938 7005,Ресторан,ChIJ-1cEpL7dOkcRun3J_0fls0c,https://glovoapp.com/ua/uk/lviv/easy-cake-lvi/,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,94.0,Low
462,Crema Caffe Coffeeshop,"вулиця Руська, 12, Львів","{'lat': 49.84167949999999, 'lng': 24.0336149}",12,вулиця Руська,Галицький,Львів,Львівська,Україна,https://www.instagram.com/coffeelabukraine?igshid=MmJiY2I4NDBkZg%3D%3D,+380 63 344 7275,Ресторан,ChIJKYNY92zdOkcRSJbIDgXiUZ4,https://glovoapp.com/ua/uk/lviv/crema-caffe-coffeeshop-lvi/,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,51.0,Low
463,Green Garden,"вулиця Руданського, 1, Львів","{'lat': 49.8383008, 'lng': 24.0305654}",1,вулиця Руданського,Галицький,Львів,Львівська,Україна,https://www.instagram.com/lviv_greengarden_center/,+380 67 620 7711,Доставка,ChIJMWDgb5PdOkcRJKf5EkKg2nc,https://glovoapp.com/ua/uk/lviv/green-garden-pan-asiatic-and-eastern-restaurant-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,22:30:00,10:00:00,22:30:00,10:00:00,22:30:00,194.0,Medium-High
464,0629,"вулиця Зернова, Львів","{'lat': 49.8464491, 'lng': 24.0251755}",вулиця Зернова,Галицький,Львів,Львівська,Україна,,,,Ресторан,ChIJ_8Uaeg7dOkcR0KM7HD4ban8,https://glovoapp.com/ua/uk/lviv/0629-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,191.0,Medium-High
465,ШЕФ КОТИК - РАВІОЛІ / SHEF KOTYK - RAVIOLI,"вулиця Чернівецька, 17, Львів","{'lat': 49.8382677, 'lng': 23.9969079}",17,вулиця Чернівецька,Залізничний,Львів,Львівська,Україна,https://www.instagram.com/chef.kotyk/,+380 67 248 3311,Ресторан,ChIJHeSMLTfpOkcReOSDDfGSNW8,https://glovoapp.com/ua/uk/lviv/chef-kotyk-ravioli-i-kompotyk-lvi/,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,91.0,Low
466,Gastrogolik / Гастроголік,"площа Ринок, 20, Львів","{'lat': 49.8412096, 'lng': 24.031427}",20,площа Ринок,Галицький,Львів,Львівська,Україна,https://borysov.com.ua/,+380 98 090 8998,Бар,ChIJN7lecBbdOkcRkU8TF04xrHo,https://glovoapp.com/ua/uk/lviv/gastrogolik-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,169.0,Medium-High
467,Lesya,"вулиця Миколи Коперника, 32, Львів","{'lat': 49.8374111, 'lng': 24.0246138}",32,вулиця Миколи Коперника,Галицький,Львів,Львівська,Україна,http://lesyashop.com.ua/,+380 96 535 4242,Інше,ChIJqVf5KwXdOkcRcd4OJcf4IYo,https://glovoapp.com/ua/uk/lviv/lesya-lvi/,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,11:00:00,17:00:00,284.0,High
468,Lviv Creperie/ Французькі млинці Drinks,"вулиця Січових Стрільців, 17, Львів","{'lat': 49.8396769, 'lng': 24.0235065}",17,вулиця Січових Стрільців,Галицький,Львів,Львівська,Україна,http://instagram.com/creperie.lviv,,Ресторан,ChIJ6RUwuXHdOkcRyIU_ankw1oc,https://glovoapp.com/ua/uk/lviv/lviv-creperiefrancuzki-mlinci-drinks-lvi/,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,46.0,Low
470,Білий Налив / Bilyi Nalyv,"вулиця Сербська, 4, Львів","{'lat': 49.8411209, 'lng': 24.0328524}",4,вулиця Сербська,Галицький,Львів,Львівська,Україна,http://borysov.com.ua/,+380 96 720 9811,Бар,ChIJS-xu88XdOkcRxKsH2Z7SmF0,https://glovoapp.com/ua/uk/lviv/bilij-naliv-bilyi-nalyv-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,74.0,Low
471,Na Krylakh/ На Крилах,"вулиця Головацького, 23, Львів","{'lat': 49.8401373, 'lng': 24.0052074}",23,вулиця Головацького,Залізничний,Львів,Львівська,Україна,,+380 96 804 3290,Інше,ChIJuSl2XsbdOkcRLMTeO1jThak,https://glovoapp.com/ua/uk/lviv/na-krylakh-lvi/,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,66.0,Low
472,Wraps,"вулиця Під Дубом, 14/4, Львів","{'lat': 49.8505857, 'lng': 24.0221448}",14/4,вулиця Під Дубом,Галицький,Львів,Львівська,Україна,https://www.instagram.com/wraps_lviv/,+380 68 777 3604,Ресторан,ChIJ82RsbJndOkcRdkW818A4xoM,https://glovoapp.com/ua/uk/lviv/wraps-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,72.0,Low
473,Pulse Lounge Bar,"вулиця Братів Рогатинців, 18, Львів","{'lat': 49.8403279, 'lng': 24.033314}",18,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,https://instagram.com/pulse_lviv?igshid=NTdlMDg3MTY=,+380 63 786 6354,Ресторан,ChIJnYFr8JTdOkcR1c7ewD5Z1bg,https://glovoapp.com/ua/uk/lviv/pulse-lounge-bar-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,23:00:00,202.0,Medium-High
474,K-Kitchen,"вулиця Тиктора, 4, Львів","{'lat': 49.842553, 'lng': 24.0254518}",4,вулиця Тиктора,Галицький,Львів,Львівська,Україна,https://koreankafemenu.netlify.app/#%D0%A7%D1%96%D0%B3%D0%B5,+380 63 541 9317,Ресторан,ChIJObWa33jdOkcRs6SuQ5ZgQPc,https://glovoapp.com/ua/uk/lviv/k-kitchen-lvi/,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,00:00:00,23:59:00,,High
475,Batyarsʹka Rebernya / Батярська Реберня,"вулиця Січових Стрільців, 3, Львів","{'lat': 49.8409558, 'lng': 24.0255968}",3,вулиця Січових Стрільців,Галицький,Львів,Львівська,Україна,https://instagram.com/rebernya.batyarska?igshid=YmMyMTA2M2Y=,+380 97 328 3600,Ресторан,ChIJ_YDgBXrdOkcR2JrMcKzRTZA,https://glovoapp.com/ua/uk/lviv/batyarska-rebernya-lvi/,12:00:00,22:00:00,12:00:00,00:30:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,22:00:00,117.0,Medium-Low
